"Reduz","Lote","Calo_Pe","Alojamento","Alojadas","Abatidas","% Mort","morte_perc","Idade","P.M.","densidade","C.A.","C.A.C.","viabilidade_lote","GPD","fator_prod","IEP","peso_total","pgto_ave_produtor","pag_ave","Custo Fomento","Custo Pinto","Custo Racao","Custo Medic","Custo FV","Custo Pega","Custo Integrado","controle_laudo","Custo Granja","Custo Plataforma","pgto_liquido_produtor","tipo_galpao","Pgto_Ave_Bon","vlr_med_peso","vlr_contribuicao_sind","IEL"
"#","4038","28,96","2025-11-02 00:00:00.000","61105","59485","2,65","2,65","40,09","2,734","13,58","1,624","1,728","97,35","68,2","408,8","253,29","162660","1,480852","1,25","0","1,2585","2,6892","0,0116","0","0","0,4571","N","4,4164","4,4164","74356,25","Dark","0,2971","0,02","0","16"
"#","5727","71,44","2025-11-08 00:00:00.000","26500","23880","9,89","9,89","40,9","2,992","13,52","1,636","1,682","90,11","73,15","402,93","231,09","71460","1,183951","1,126","0","1,4333","2,6958","0,0158","0","0","0,3763","N","4,5212","4,5212","26888,88","Dark","0,1182","0,032","0","17"
"#","6898","51,75","2025-10-26 00:00:00.000","20200","19250","4,7","4,7","44,22","3,294","13,47","1,631","1,61","95,3","74,49","435,26","263,96","63410","1,501913","1,404","0","1,0672","2,6377","0,04","0","0","0,4262","N","4,1711","4,1711","27027","","0,1579","0,063","0","18"
"#","3987","39,92","2025-10-25 00:00:00.000","19000","17162","9,67","9,67","45,23","3,597","12,57","1,633","1,545","90,33","79,53","439,91","252,88","61740","1,847597","1,7554","0","0","2,9348","0,0112","0","0","0,4879","N","3,4339","3,4339","30126,03","automatizado","0,1601","0,023","0","17"
"#","7498","27,3","2025-11-12 00:00:00.000","15300","14808","3,22","3,22","41,18","2,836","12,75","1,657","1,738","96,78","68,87","402,24","247,76","42000","1,177335","1,1493","0","0,7965","2,9018","0,0189","0","0","0,4052","N","4,1224","4,1224","17018,4","automatizado","0,0982","0,041","0","22"
"#","4004","78,25","2025-11-02 00:00:00.000","41500","39550","4,7","4,7","44","3,235","13,56","1,735","1,727","95,3","73,52","403,85","244,92","127940","1,572598","1,42","0","0,7642","2,8742","0,0119","0","0","0,439","N","4,0893","4,0893","56161","Dark","0,2174","0,037","0","17"
"#","3988","33,5","2025-10-25 00:00:00.000","20100","18210","9,4","9,4","46,01","3,59","12,56","1,638","1,551","90,6","78,03","431,58","248,85","65380","1,900935","1,84","0","0,364","2,9451","0,0307","0","0","0,5125","N","3,8523","3,8523","33506,4","automatizado","0,1398","0,049","0","18"
"#","3972","42,13","2025-10-15 00:00:00.000","33000","30705","6,95","6,95","46,66","3,448","13,75","1,693","1,638","93,05","73,9","406,15","240,49","105880","1,630815","1,4193","0","0","2,9812","0,0174","0","0","0,4116","N","3,4102","3,4102","43580,21","Dark","0,2776","0,023","0","20"
"#","6930","53,57","2025-10-29 00:00:00.000","28500","27832","2,34","2,34","39,77","2,69","13,57","1,506","1,619","97,66","67,64","438,62","272,61","74880","1,326952","1,36","0","1,275","2,5355","0,0081","0","0","0,5055","N","4,3241","4,3241","37851,52","Dark","0,0372","0,029","0","19"
"#","2701","22,94","2025-10-18 00:00:00.000","36500","34950","4,25","4,25","44,11","3,163","13,42","1,614","1,622","95,75","71,71","425,4","259,24","110560","1,418226","1,39","0","0,7778","2,5124","0,013","0","0","0,4394","P","3,7426","3,7426","48580,5","Dark","0,0976","0,028","0","19"
"#","7564","40,6","2025-11-14 00:00:00.000","15400","14642","4,92","4,92","46,43","3,415","12,83","1,664","1,616","95,08","73,55","420,27","254,28","50000","1,558153","1,4827","0","0,8686","2,9512","0,0078","0","0","0,4342","N","4,2618","4,2618","21710","automatizado","0,1484","0,018","0","67"
"#","7548","19,64","2025-11-15 00:00:00.000","27500","26000","5,45","5,45","45,66","3,417","12,82","1,613","1,565","94,55","74,84","438,67","263,95","88850","1,696886","1,521","0","1,0369","2,6919","0,0362","0","0","0,4451","N","4,2101","4,2101","39546","Dark","0,2085","0,06","0","12"
"#","7198","55,23","2025-11-13 00:00:00.000","46200","42516","7,97","7,97","40,61","2,856","13,92","1,635","1,711","92,03","70,33","395,86","231,79","121410","1,634098","1,54","0","0,9821","2,7287","0,0289","0","0","0,5393","N","4,279","4,279","65474,64","Dark","0,1676","0,039","0","17"
"#","7197","26,34","2025-11-13 00:00:00.000","49000","46520","5,06","5,06","40,31","2,957","14,08","1,537","1,591","94,94","73,36","453,12","273,78","137570","2,022327","1,84","0","0,9193","2,5659","0,0218","0","0","0,6222","N","4,1292","4,1292","85596,8","Dark","0,2468","0,029","0","17"
"#","5728","36,79","2025-11-08 00:00:00.000","26500","24885","6,09","6,09","40,2","3,069","13,52","1,484","1,513","93,91","76,34","483,11","288,74","76380","1,69464","1,593","0","1,341","2,4433","0,0206","0","0","0,519","N","4,3239","4,3239","39641,81","","0,2675","0,036","0","18"
"#","5628","43,96","2025-10-26 00:00:00.000","23735","22440","5,46","5,46","43,01","3,077","13,56","1,603","1,63","94,54","71,54","421,93","253,82","69040","1,462119","1,244","0","1,1517","2,5647","0,0367","0","0","0,4043","N","4,1574","4,1574","27915,36","Dark","0,2774","0,058","0","20"
"#","5627","37,38","2025-10-26 00:00:00.000","23735","22386","5,68","5,68","43,01","3,183","13,56","1,553","1,557","94,32","74,01","449,47","269,77","71250","1,679634","1,466","0","1,116","2,4889","0,0578","0","0","0,4606","N","4,1233","4,1233","32817,88","Dark","0,2874","0,1","0","19"
"#","7513","36,25","2025-11-15 00:00:00.000","23300","22330","4,16","4,16","45,18","3,205","13,31","1,698","1,697","95,84","70,94","400,4","244,17","71560","1,375674","1,2876","0","0,8563","2,9557","0,0253","0","0","0,4018","N","4,2391","4,2391","28752,81","automatizado","0,1575","0,039","0","18"
"#","3989","26,5","2025-10-25 00:00:00.000","23300","21206","8,99","8,99","47,64","3,69","12,55","1,595","1,486","91,01","77,46","441,96","255,99","78260","2,078351","2","0","0","2,8599","0,0155","0","0","0,5419","N","3,4173","3,4173","42412","automatizado","0,1498","0,03","0","19"
"#","7565","22,86","2025-11-14 00:00:00.000","23200","22059","4,92","4,92","45,6","3,209","12,89","1,676","1,674","95,08","70,37","399,23","241,52","70780","1,404268","1,2835","0","1,1013","2,9656","0,0089","0","0","0,4","N","4,4758","4,4758","28312","Automatizado","0,1484","0,032","0","0"
"#","7495","33,33","2025-11-08 00:00:00.000","19000","18318","3,59","3,59","43,36","3,076","12,68","1,554","1,582","96,41","70,94","440,12","270","56340","1,481351","1,4646","0","0","2,7392","0,0021","0","0","0,4762","N","3,2175","3,2175","26829,11","Automatizado","0,088","0,014","0","17"
"#","7118","68,81","2025-11-12 00:00:00.000","50000","48042","3,92","3,92","40,54","2,716","13,89","1,573","1,681","96,08","67","409,21","250,24","130500","2,034154","1,88","0","0,9889","2,6472","0,0357","0","0","0,6921","N","4,3639","4,3639","90318,96","Dark","0,2169","0,059","0","16"
"#","7452","67,13","2025-11-14 00:00:00.000","80400","76910","4,34","4,34","45,61","3,228","13,54","1,669","1,663","95,66","70,77","405,65","246,93","248250","2,085115","1,63","0","0,3774","2,8385","0,027","0","0","0,505","N","3,7479","3,7479","125363,3","Dark","0,6674","0,057","0","17"
"#","4044","25,5","2025-11-02 00:00:00.000","20000","19064","4,68","4,68","39,03","2,761","13,33","1,567","1,665","95,32","70,74","430,31","260,98","52630","1,493135","1,25","0","0,5156","2,5842","0,0179","0","0","0,4528","N","3,5705","3,5705","23830","Dark","0,2981","0,034","0","13"
"#","6916","33,9","2025-10-30 00:00:00.000","20000","19148","4,26","4,26","41,43","2,872","13,33","1,574","1,647","95,74","69,32","421,66","256,86","54990","1,366861","1,161","0","0,8569","2,561","0,0556","0","0","0,4043","N","3,8778","3,8778","22230,83","Dark","0,288","0,089","74,48","20"
"#","3985","28,75","2025-10-25 00:00:00.000","18700","17724","5,22","5,22","47,36","3,595","12,48","1,656","1,568","94,78","75,91","434,45","262,06","63720","1,718876","1,6924","0","0,0298","2,9535","0,0226","0","0","0,4708","N","3,4767","3,4767","29996,19","automatizado","0,1086","0,038","0","19"
"#","7109","45,75","2025-11-03 00:00:00.000","30300","29012","4,25","4,25","46,48","3,246","12,63","1,671","1,661","95,75","69,84","400,17","243,84","94180","2,382953","1,3043","0","0","2,9299","0,0243","0","0","0,4018","N","3,356","3,356","37841,52","Dark","1,0786","0,04","0","19"
"#","373","26,69","2025-10-29 00:00:00.000","27000","26236","2,83","2,83","46,14","3,364","12,86","1,64","1,604","97,17","72,91","431,98","267,14","88260","0,602063","1,537","0","0","2,9001","0,0103","0","0","0,4569","P","3,3673","3,3673","40325,99","automatizado","0,2283","0,011","0","118"
"#","7111","33,17","2025-11-06 00:00:00.000","23600","21906","7,18","7,18","42,55","3,094","12,97","1,771","1,795","92,82","72,71","381,1","225,13","67780","1,442225","1,28","0","0","3,1399","0,0193","0","0","0,4137","N","3,5729","3,5729","28039,68","automatizado","0,2385","0,03","0","20"
"#","7193","37,29","2025-11-11 00:00:00.000","27500","26422","3,92","3,92","40,94","2,555","12,22","1,811","1,954","96,08","62,41","331,1","202,43","67510","1,170673","1","0","1,5583","2,9846","0,0074","0","0","0,3914","N","4,9417","4,9417","26422","","0,2393","0,012","0","15"
"#","1433","69,93","2025-10-15 00:00:00.000","36600","34578","5,52","5,52","46,45","3,283","13,46","1,743","1,725","94,48","70,68","383,11","230,35","113530","1,514453","1,32","0","0,7595","2,8154","0,0716","0","0","0,402","N","4,0485","4,0485","45642,96","","0,2678","0,1","0","22"
"#","2569","64,75","2025-10-22 00:00:00.000","19500","19040","2,36","2,36","44,01","3,236","10,32","1,653","1,645","97,64","73,53","434,32","269,89","61620","1,422059","1,4","0","1,0759","2,6362","0,0542","0","0","0,4326","P","4,1989","4,1989","26656","Dark","0,0221","0,09","0","27"
"#","2685","58,67","2025-10-25 00:00:00.000","22900","21230","7,29","7,29","43,86","2,821","12,12","1,656","1,74","92,71","64,32","360,08","212,44","59890","1,219783","1,1","0","1,4656","2,6669","0,0416","0","0","0,3899","N","4,564","4,564","23353","Dark","0,1198","0,074","0","28"
"#","6962","66,43","2025-11-05 00:00:00.000","27500","26201","4,72","4,72","40,06","2,745","13,1","1,53","1,631","95,28","68,52","426,72","258,7","71920","1,40927","1,33","0","0,9009","2,5769","0,0081","0","0","0,4845","N","3,9704","3,9704","34847,33","","0,1483","0,028","116,75","16"
"#","7730","80,42","2025-11-20 00:00:00.000","36200","34812","3,83","3,83","40,79","2,835","12,55","1,669","1,75","96,17","69,5","400,48","245,09","98700","1,286869","1,35","0","1,247","2,827","0,0065","0","0","0,4762","N","4,5567","4,5567","46996,2","Dark","0,1685","0,013","0","0"
"#","6897","60,28","2025-10-25 00:00:00.000","41500","40526","2,35","2,35","41,83","2,909","13,97","1,592","1,657","97,65","69,54","426,56","265,11","117900","1,727594","1,42","0","1,3492","2,5445","0,061","0","0","0,4881","P","4,4428","4,4428","57546,92","Dark","0,3667","0,083","0","18"
"#","4040","19,25","2025-11-03 00:00:00.000","31500","30820","2,16","2,16","41,16","2,993","12,07","1,62","1,666","97,84","72,72","439,17","273,41","92240","1,526732","1,286","0","0,8046","2,6847","0,0102","0","0","0,4297","N","3,9292","3,9292","39634,52","Dark","0,309","0,02","0","14"
"#","6914","78,09","2025-10-30 00:00:00.000","22000","20412","7,22","7,22","41,77","3,011","12,57","1,619","1,661","92,78","72,09","413,1","243,9","61460","1,326959","1,178","0","0,8433","2,6015","0,0561","0","0","0,3912","N","3,8921","3,8921","24045,34","Dark","0,2191","0,085","80,56","22"
"#","6911","27,5","2025-10-30 00:00:00.000","31400","30308","3,48","3,48","40,36","2,935","13,08","1,577","1,636","96,52","72,72","445,08","273,38","88950","1,715091","1,39","0","1,2002","2,5678","0,0557","0","0","0,4736","N","4,2973","4,2973","42128,12","Dark","0,3978","0,075","141,14","21"
"#","6929","44,43","2025-10-30 00:00:00.000","27500","26760","2,69","2,69","39,6","2,741","13,1","1,495","1,597","97,31","69,22","450,54","279,01","73360","1,57686","1,54","0","1,2745","2,5247","0,0079","0","0","0,5618","P","4,3689","4,3689","41210,4","Dark","0,0979","0,029","0","18"
"#","7119","22,02","2025-11-11 00:00:00.000","51500","46970","8,8","8,8","40,23","2,752","14,31","1,629","1,729","91,2","68,41","382,98","222,31","129280","2,076343","1,85","0","0,8026","2,7516","0,2433","0","0","0,6721","N","4,4696","4,4696","86894,5","Dark","0,2972","0,257","0","17"
"#","2841","67,83","2025-10-26 00:00:00.000","20039","19055","4,91","4,91","43,58","3,157","13,36","1,655","1,665","95,09","72,44","416,22","251,88","60160","1,346482","1,249","0","1,1159","2,6725","0,0462","0","0","0,3956","N","4,2302","4,2302","23799,7","","0,1581","0,085","0","22"
"#","3986","30,05","2025-10-23 00:00:00.000","15800","14689","7,03","7,03","49,24","3,588","13,17","1,716","1,63","92,97","72,87","394,78","233,55","52700","1,595576","1,4085","0","0","3,0503","0,0161","0","0","0,3926","N","3,459","3,459","20690,02","Automatizado","0,2584","0,028","0","18"
"#","7194","34,43","2025-11-11 00:00:00.000","27500","26680","2,98","2,98","41,02","2,708","12,22","1,557","1,666","97,02","66,02","411,36","253,94","72240","1,39115","1,25","0","1,4562","2,5652","0,0098","0","0","0,4617","N","4,4929","4,4929","33350","","0,2091","0,013","0","14"
"#","4334","14,5","2025-11-07 00:00:00.000","7500","7175","4,33","4,33","42,9","3,026","11,36","1,688","1,727","95,67","70,54","399,77","243,34","21710","1,5301","1,32","0","1,1746","2,7896","0,0254","0","0","0,4363","N","4,4259","4,4259","9471","","0,3109","0,065","31,73","17"
"#","5722","77,03","2025-11-08 00:00:00.000","32100","29966","6,65","6,65","41,67","3,154","12,94","1,61","1,62","93,35","75,69","438,86","260,72","94520","1,651752","1,5","0","1,1547","2,669","0,0321","0","0","0,4756","N","4,3314","4,3314","44949","","0,2185","0,043","0","16"
"#","4336","78,29","2025-11-04 00:00:00.000","24500","23630","3,55","3,55","41,9","2,872","14,64","1,729","1,802","96,45","68,54","382,36","234,65","67860","1,256688","1,58","0","1,2095","2,8488","0,0019","0","0","0,5502","N","4,6104","4,6104","37335,4","Dark","0,4159","0,029","0","15"
"#","7569","24,46","2025-11-15 00:00:00.000","24000","23204","3,32","3,32","44,35","3,156","13,33","1,621","1,631","96,68","71,16","424,42","261,16","73240","1,537512","1,3901","0","0,8351","2,8638","0,0045","0","0","0,4404","N","4,1438","4,1438","32254,9","Automatizado","0,1475","0,023","0","0"
"#","2571","90,9","2025-10-18 00:00:00.000","34100","31578","7,4","7,4","45,47","3,125","14,21","1,673","1,69","92,6","68,73","380,4","224,16","98680","1,355849","1,3","0","0,8141","2,6907","0,035","0","0","0,416","P","3,9558","3,9558","41051,4","","0,1171","0,06","0","22"
"#","7512","17,23","2025-11-04 00:00:00.000","50000","48923","2,15","2,15","44,19","3,108","13,89","1,648","1,668","97,85","70,33","417,6","259,99","152040","1,90794","1,34","0","0,7748","2,7887","0,0043","0","0","0,4312","N","3,999","3,999","65556,82","Dark","0,8566","0,01","219,63","0"
"#","2815","54,42","2025-10-23 00:00:00.000","12120","10888","10,17","10,17","45,5","3,145","11,02","1,596","1,608","89,83","69,12","389,04","222,39","34240","1,212848","1,22","0","1,1858","2,5528","0,007","0","0","0,3879","P","4,1335","4,1335","13283,36","","0,0634","0,077","0","20"
"#","2531","37,13","2025-10-23 00:00:00.000","24000","22280","7,17","7,17","42,22","3,083","12,7","1,621","1,647","92,83","73,02","418,18","247,08","68700","1,488851","1,4","0","1,1703","2,5918","0,0416","0","0","0,454","P","4,2577","4,2577","31192","Dark","0,0889","0,066","0","28"
"#","2699","47,08","2025-10-24 00:00:00.000","57000","54696","4,04","4,04","39,09","2,707","13,97","1,517","1,627","95,96","69,25","438,05","267,53","148080","1,271312","1,26","0","1,4754","2,47","0,0256","0","0","0,4654","N","4,4364","4,4364","68916,96","","0,0767","0,039","0","23"
"#","7200","65,18","2025-11-13 00:00:00.000","31500","31300","0,63","0,63","45,89","3,036","13,13","1,766","1,802","99,37","66,16","372,26","235,36","95020","1,461735","1,5","0","1,1106","2,9403","0,0024","0","0","0,4941","N","4,5474","4,5474","46950","Semi automatizado","0,0373","0,017","0","16"
"#","3983","31,63","2025-10-23 00:00:00.000","25900","24348","5,99","5,99","46,32","3,443","13,17","1,663","1,609","94,01","74,33","420,19","251,39","83840","1,614329","1,5166","0","0","2,9704","0,0227","0","0","0,4405","N","3,4336","3,4336","36927,33","automatizado","0,1585","0,036","0","16"
"#","5730","58,16","2025-11-08 00:00:00.000","32100","30114","6,19","6,19","41,98","3,106","12,94","1,652","1,673","93,81","73,99","420,14","250,82","93530","1,560903","1,4","0","1,1669","2,7381","0,0346","0","0","0,4508","N","4,3904","4,3904","42159,6","Dark","0,2184","0,046","0","16"
"#","4328","61,68","2025-11-04 00:00:00.000","27500","26080","5,16","5,16","41,9","2,923","16,43","1,703","1,765","94,84","69,76","388,5","234,5","76240","0,9005","1,58","0","0,8498","2,8323","0,008","0","0","0,5405","N","4,2306","4,2306","41206,4","Dark","0,2144","0,038","0","14"
"#","5712","65,79","2025-11-08 00:00:00.000","29000","27741","4,34","4,34","39,93","2,677","13,81","1,566","1,682","95,66","67,04","409,53","249,33","74270","1,394424","1,23","0","0,1678","2,5862","0,0219","0","0","0,4594","N","3,2353","3,2353","34121,43","","0,2173","0,042","0","17"
"#","1393","58,95","2025-10-16 00:00:00.000","21000","20206","3,78","3,78","45,58","3,444","11,29","1,604","1,55","96,22","75,56","453,26","277,52","69590","1,704054","1,6151","0","0,711","2,5184","0,0938","0","0","0,4689","P","3,7921","3,7921","32634,23","Dark","0,0208","0,114","0","27"
"#","2565","94,96","2025-10-23 00:00:00.000","21000","20200","3,81","3,81","43,18","3,113","11,11","1,656","1,675","96,19","72,09","418,76","256,31","62880","1,370792","1,35","0","1,1355","2,6347","0,0281","0","0","0,4337","P","4,232","4,232","27270","Dark","0,0208","0,056","0","28"
"#","4022","46,78","2025-11-06 00:00:00.000","37200","34720","6,67","6,67","43,69","3,139","13,68","1,629","1,643","93,33","71,85","411,63","244,46","108980","1,484577","1,37","0","0,8042","2,7294","0,0143","0","0","0,4365","N","3,9844","3,9844","47566,4","","0,1777","0,036","0","20"
"#","2567","62,29","2025-10-23 00:00:00.000","24000","22855","4,77","4,77","42,65","3,033","12,7","1,607","1,644","95,23","71,11","421,42","255,34","69310","1,468377","1,35","0","1,16","2,5694","0,0709","0","0","0,4452","N","4,2455","4,2455","30854,25","Dark","0,1184","0,102","0","27"
"#","6964","42,44","2025-11-11 00:00:00.000","35600","31715","10,91","10,91","45,61","3,21","13,91","1,766","1,764","89,09","70,38","355,04","201,25","101790","1,356306","1,57","0","0,4716","2,9741","0,017","0","0","0,4892","N","3,9519","3,9519","49792,55","Dark","0,208","0,064","0","18"
"#","1413","40,55","2025-10-20 00:00:00.000","21500","20762","3,43","3,43","44,14","3,272","13,23","1,709","1,693","96,57","74,13","418,87","257,43","67940","1,502585","1,309","0","0,7456","2,7183","0,0085","0","0","0,4","N","3,8724","3,8724","27177,46","Dark","0,2773","0,029","91,05","25"
"#","4006","31,8","2025-11-11 00:00:00.000","21500","20980","2,42","2,42","42,05","3,038","13,78","1,593","1,629","97,58","72,25","442,55","274,78","63730","1,439647","1,3232","0","1,3041","2,6478","0,0361","0","0","0,4356","P","4,4236","4,4236","27760,79","Dark","0,1164","0,056","0","28"
"#","2837","47,33","2025-10-29 00:00:00.000","20052","19313","3,69","3,69","33,22","2,013","12,05","1,395","1,659","96,31","60,6","418,35","256,36","38870","1,489417","1,3","0","0,8934","2,185","0,127","0","0","0,6459","N","3,8513","3,8513","25106,9","automatizado","0,1894","0,171","0","25"
"#","1414","31,04","2025-10-20 00:00:00.000","21500","20716","3,65","3,65","44,87","3,279","13,23","1,702","1,684","96,35","73,08","413,69","253,61","67920","1,498944","1,287","0","0,7458","2,7082","0,0085","0","0","0,3925","N","3,855","3,855","26661,49","","0,2874","0,029","89,32","25"
"#","1415","36,81","2025-10-17 00:00:00.000","30500","29626","2,87","2,87","45,06","3,213","14,52","1,592","1,589","97,13","71,3","435,04","268,94","95200","1,537389","1,39","0","0,7548","2,5222","0,0061","0","0","0,4326","N","3,7157","3,7157","41180,14","Semi automatizado","0,2262","0,012","137,96","22"
"#","6912","36,93","2025-10-25 00:00:00.000","27500","27148","1,28","1,28","40,38","2,842","13,1","1,535","1,615","98,72","70,38","452,64","284,36","77150","1,450498","1,285","0","0,8398","2,4655","0,0138","0","0","0,4522","N","3,7713","3,7713","34885,18","Dark","0,2377","0,034","116,87","16"
"#","4021","70,67","2025-11-11 00:00:00.000","20500","19807","3,38","3,38","42,77","3,032","13,14","1,62","1,657","96,62","70,89","422,81","259,95","60050","1,348311","1,2309","0","1,1607","2,6979","0,0303","0","0","0,406","P","4,2949","4,2949","24380,3","Dark","0,1174","0,06","0","26"
"#","7472","60,56","2025-11-15 00:00:00.000","32500","30047","7,55","7,55","45,27","3,116","13,54","1,7","1,719","92,45","68,83","374,32","220,2","93620","1,2036","1,2","0","1,0414","2,8585","0,0079","0","0","0,3851","P","4,2929","4,2929","36056,4","Semi automatizado","0,068","0,025","0","17"
"#","4248","94,59","2025-10-25 00:00:00.000","55500","52874","4,73","4,73","39,24","2,646","13,6","1,59","1,713","95,27","67,43","404,04","244,91","139880","0,931593","1,09","0","1,3292","2,5741","0,0271","0","0","0,412","P","4,3424","4,3424","57632,66","","0,0173","0,037","0","23"
"#","6921","20,34","2025-10-29 00:00:00.000","36500","35721","2,13","2,13","39,66","2,677","13,42","1,535","1,651","97,87","67,5","430,36","268,03","95630","1,326826","1,31","0","1,2786","2,5848","0,0165","0","0","0,4893","N","4,3692","4,3692","46794,51","","0,2972","0,039","156,77","18"
"#","7455","68,66","2025-11-13 00:00:00.000","33300","31982","3,96","3,96","45,83","3,02","13,88","1,77","1,81","96,04","65,9","357,55","218,5","96570","1,486407","1,48","0","0,89","2,9539","0,0256","0","0","0,4901","P","4,3596","4,3596","47333,36","Dark","0,0669","0,032","0","15"
"#","6938","94,75","2025-10-31 00:00:00.000","21500","20895","2,81","2,81","41,17","2,574","13,4","1,748","1,887","97,19","62,52","347,62","215,02","53790","0,034876","1,23","0","0","2,8691","0,0881","0","0","0,4778","N","3,435","3,435","25700,85","","0,0272","0,109","0","17"
"#","7204","56,97","2025-11-13 00:00:00.000","33200","30910","6,9","6,9","46,58","3,288","13,78","1,676","1,656","93,1","70,59","392,11","232,28","101620","0,734149","1,57","0","0,8432","2,8274","0,0326","0","0","0,4776","N","4,1808","4,1808","48528,7","Dark","0,2175","0,051","162,58","17"
"#","3981","35,64","2025-10-20 00:00:00.000","24400","23595","3,3","3,3","43,05","3,029","12,45","1,628","1,666","96,7","70,36","417,92","257,14","71460","1,360199","1,3047","0","0","2,8834","0,0006","0","0","0,4308","N","3,3148","3,3148","30784,97","automatizado","0,1284","0,003","0","19"
"#","2878","41,53","2025-10-20 00:00:00.000","28100","26964","4,04","4,04","44,13","3,336","12,49","1,594","1,564","95,96","75,59","455,09","277,94","89960","1,755014","1,6887","0","0","2,807","0,0213","0","0","0,5061","P","3,3344","3,3344","45533,25","Dark","0,1289","0,035","0","21"
"#","2525","57,09","2025-10-19 00:00:00.000","27000","26284","2,65","2,65","42,99","2,938","13,78","1,622","1,68","97,35","68,34","410,18","254,06","77210","1,385762","1,24","0","0,0536","2,5802","0,047","0","0","0,4221","N","3,1029","3,1029","32592,16","","0,2165","0,07","109,19","25"
"#","4013","30,61","2025-11-06 00:00:00.000","36500","34852","4,52","4,52","43,51","3,134","13,42","1,599","1,614","95,48","72,03","430,1","261,32","109210","1,573965","1,46","0","0,7874","2,6837","0,0102","0","0","0,4659","P","3,9472","3,9472","50883,92","","0,1876","0,032","0","20"
"#","1429","65,13","2025-10-23 00:00:00.000","21000","20292","3,37","3,37","43,42","3,393","11,11","1,629","1,586","96,63","78,14","463,54","285,07","68860","1,63242","1,6117","0","1,0369","2,6147","0,0281","0","0","0,475","P","4,1547","4,1547","32705,06","Dark","0,0207","0,059","0","30"
"#","6975","85,64","2025-11-11 00:00:00.000","33000","28504","13,62","13,62","41,45","2,559","12,89","1,858","2","86,38","61,74","287,02","157,78","72950","1,635664","1,6","0","1,1676","3,0905","0,0288","0","0","0,6252","N","4,9121","4,9121","45606,4","","0,12","0,067","152,79","17"
"#","6966","31,38","2025-11-10 00:00:00.000","25000","23548","5,81","5,81","45,79","2,731","13,23","1,768","1,872","94,19","59,64","317,74","190,5","64320","1,653152","1,45","0","1,0032","2,9604","0,0354","0","0","0,5309","N","4,5299","4,5299","34144,6","Dark","0,2678","0,086","0","16"
"#","6961","31,34","2025-11-11 00:00:00.000","33000","30094","8,81","8,81","41,29","2,742","13,75","1,627","1,729","91,19","66,41","372,21","215,96","82510","1,703672","1,48","0","1,0323","2,7594","0,0982","0","0","0,5398","N","4,4297","4,4297","44539,12","Dark","0,2879","0,125","0","19"
"#","1427","72,75","2025-10-22 00:00:00.000","19500","18459","5,34","5,34","44,16","3,104","10,32","1,668","1,689","94,66","70,29","398,9","240,27","57290","1,272753","1,25","0","1,1573","2,6813","0,1624","0","0","0,4028","P","4,4038","4,4038","23073,75","Dark","0,0228","0,2","0","29"
"#","2574","43,8","2025-10-24 00:00:00.000","19000","18310","3,63","3,63","46,24","3,539","10,05","1,615","1,54","96,37","76,54","456,7","280,05","64790","1,868682","1,6857","0","0,6909","2,6083","0,0202","0","0","0,4764","N","3,7958","3,7958","30865,96","Dark","0,1829","0,048","0","28"
"#","6893","58,17","2025-10-23 00:00:00.000","37500","37328","0,46","0,46","45,2","3,114","13,39","1,705","1,724","99,54","68,89","402,21","254,79","116240","1,441471","1,46","0","0,7601","2,7095","0,039","0","0","0,4688","N","3,9774","3,9774","54498,88","Automatizado","0,2169","0,045","0","80"
"#","2956","75,92","2025-10-20 00:00:00.000","57000","52671","7,59","7,59","45","3,043","14,04","1,7","1,735","92,41","67","367,59","216,17","160282","1,277661","1,159","0","1,0206","2,7722","0,0242","0","0","0,3809","P","4,1979","4,1979","61045,69","Dark","NULL","0,034","0","13"
"#","4028","82,61","2025-11-01 00:00:00.000","32500","30576","5,92","5,92","43,5","2,992","13,54","1,571","1,617","94,08","68,78","411,9","246,56","91470","1,621402","1,167","0","0,8371","2,5941","0,0346","0","0","0,3901","N","3,8559","3,8559","35682,19","Dark","0,5177","0,046","0","17"
"#","4024","94,13","2025-11-04 00:00:00.000","32800","30112","8,2","8,2","42,58","2,874","13,67","1,729","1,801","91,8","67,5","358,37","209,38","86550","1,347714","1,21","0","0,8929","2,8702","0,0405","0","0","0,421","N","4,2246","4,2246","36435,52","Dark","0,1979","0,083","0","17"
"#","4009","67,17","2025-11-11 00:00:00.000","21500","21460","0,19","0,19","41,38","2,93","13,78","1,485","1,545","99,81","70,81","475,91","302,31","62880","1,487867","1,4718","0","1,3217","2,4859","0,0421","0","0","0,5023","P","4,352","4,352","31584,62","Dark","0,0161","0,071","0","25"
"#","4011","73,35","2025-11-12 00:00:00.000","20200","19250","4,7","4,7","41,1","3,012","12,95","1,645","1,687","95,3","73,28","424,56","257,51","57990","1,303342","1,2318","0","1,1669","2,7251","0,0311","0","0","0,4089","P","4,332","4,332","23712,11","Dark","0,0179","0,055","0","29"
"#","7494","33,1","2025-11-12 00:00:00.000","19200","18828","1,94","1,94","39,32","2,746","12,82","1,525","1,626","98,06","69,84","449,06","280,21","51700","1,338122","1,32","0","0","2,7183","0,0009","0","0","0,4807","N","3,1999","3,1999","24852,19","Automatizado","0,0875","0,014","0","21"
